PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,30,29,34,34,31,24,38,36,28,34
1,0.0,15,19,14,13,14,18,13,11,13,13
2,0.0,8,18,7,12,8,10,9,10,18,13
3,0.0,8,8,11,7,7,11,11,9,9,11
4,0.0,5,4,8,5,3,12,6,6,3,4
5,0.0,8,3,5,3,6,9,5,6,8,11
6,0.0,3,4,3,7,7,2,4,1,3,4
7,0.0,2,3,0,4,3,1,2,0,2,2
8,0.0,4,1,2,2,3,4,4,5,4,2
9,0.0,4,3,3,1,3,1,2,5,2,2
10,0.0,4,3,3,1,3,1,1,4,3,1
11,0.0,3,0,5,6,3,2,3,3,1,2
12,0.0,2,0,1,2,4,3,1,3,3,0
13,0.0,1,2,3,1,3,0,0,0,2,0
14,NaN,0,1,0,0,1,2,1,1,1,1
15,0.0,3,2,1,2,1,0,0,0,0,0
