PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,9,8,6,7,5,9,5,8,5,5
1,0.0,9,11,10,10,14,3,4,5,4,7
2,0.0,10,5,9,9,9,11,10,4,10,8
3,0.0,10,7,12,13,9,13,8,8,10,7
4,0.0,5,0,4,2,1,2,9,2,4,4
5,0.0,5,7,4,4,9,3,6,4,3,10
6,0.0,3,8,6,3,3,9,3,7,1,5
7,0.0,7,8,5,7,2,5,3,4,7,7
8,0.0,5,5,5,8,10,5,7,9,8,8
9,0.0,5,7,4,8,8,6,4,10,9,7
10,0.0,3,6,7,1,4,4,5,7,6,4
11,0.0,6,11,7,2,6,10,9,8,9,4
12,0.0,8,6,8,10,7,4,6,7,5,5
13,0.0,9,3,6,7,7,7,10,6,9,9
14,0.0,4,4,5,4,2,4,3,4,5,5
15,0.0,2,4,2,5,4,5,8,7,5,5
