PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,12,8,7,7,4,9,9,9,8,6
1,0.0,10,11,10,10,13,6,12,8,6,9
2,0.0,8,5,10,9,6,6,7,3,7,8
3,0.0,5,7,13,13,7,13,7,5,9,7
4,0.0,5,0,3,2,4,4,4,1,3,4
5,0.0,7,7,4,4,7,4,7,5,4,9
6,0.0,2,8,9,3,4,6,3,5,2,4
7,0.0,8,8,6,7,3,6,3,9,6,7
8,0.0,8,5,3,8,5,5,6,11,5,9
9,0.0,7,7,6,8,11,4,7,11,8,5
10,0.0,3,6,3,1,7,7,7,7,9,4
11,0.0,5,11,5,2,7,8,6,5,7,5
12,0.0,8,6,7,10,8,4,9,8,5,6
13,0.0,4,3,6,7,6,11,7,4,10,8
14,0.0,4,4,5,4,2,4,4,4,5,3
15,0.0,4,4,3,5,6,3,2,5,6,6
