PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,37,38,30,40,33,30,31,31,32,24
1,0.0,15,16,19,15,18,15,27,22,17,24
2,0.0,11,15,9,11,18,19,10,10,15,19
3,0.0,11,8,17,12,13,20,11,15,10,13
4,0.0,10,8,7,4,3,6,8,8,10,5
5,0.0,5,6,4,4,2,4,4,4,7,4
6,0.0,4,6,3,3,6,1,6,3,2,5
7,0.0,2,0,2,5,2,0,1,2,1,3
8,0.0,1,0,4,2,0,2,1,1,2,2
9,0.0,2,1,1,2,2,0,0,2,0,1
10,NaN,0,1,2,1,2,1,0,0,0,0
11,NaN,0,1,0,0,1,1,1,2,3,0
12,0.0,1,0,0,1,0,1,0,0,0,0
13,0.0,1,0,2,0,0,0,0,0,1,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
