PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,20,23,19,26,22,27,22,23,22,26
1,0.0,13,17,14,14,19,18,16,19,13,13
2,0.0,14,15,14,11,10,17,18,14,18,13
3,0.0,16,8,18,22,10,13,13,14,18,10
4,0.0,8,11,10,4,7,4,4,6,10,12
5,0.0,9,9,8,8,10,9,12,5,2,8
6,0.0,2,6,4,3,7,3,4,1,5,7
7,0.0,2,3,6,4,3,3,3,3,4,2
8,0.0,2,2,3,1,3,2,0,2,1,1
9,0.0,3,3,0,2,2,0,3,4,2,1
10,0.0,3,1,2,2,3,0,2,1,0,3
11,0.0,4,0,1,1,2,2,3,5,3,1
12,0.0,3,0,1,1,1,1,0,1,1,2
13,0.0,1,1,0,0,1,0,0,2,1,1
14,NaN,0,0,0,1,0,1,0,0,0,0
15,NaN,0,1,0,0,0,0,0,0,0,0
