Run,Terminal Iteration
0,11
1,7
2,8
3,7
4,14
5,6
6,9
7,6
8,7
9,7
Run,Terminal Iteration
0,11
1,7
2,8
3,7
4,14
5,6
6,9
7,6
8,7
9,7
