PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,11,4,9,5,5,6,7,9,6,6
1,0.0,9,9,8,11,9,5,6,3,6,8
2,0.0,9,9,8,6,7,7,11,5,13,10
3,0.0,6,7,10,6,5,13,9,7,10,8
4,0.0,3,4,4,6,4,2,5,4,6,2
5,0.0,5,6,5,3,7,3,7,5,1,6
6,0.0,3,6,5,1,5,8,4,8,2,5
7,0.0,9,10,7,8,7,7,3,6,5,9
8,0.0,5,10,7,6,5,3,4,12,6,6
9,0.0,7,7,6,7,6,5,2,9,9,8
10,0.0,4,4,4,10,9,8,3,6,7,6
11,0.0,5,5,6,5,4,8,8,7,4,5
12,0.0,10,5,8,8,10,5,8,8,7,4
13,0.0,6,6,6,10,5,9,11,5,8,6
14,0.0,3,6,4,3,5,6,6,3,7,6
15,0.0,5,2,3,5,7,5,6,3,3,5
