PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,9,5,9,8,4,8,6,11,10,9
1,0.0,9,11,10,7,9,7,6,7,7,3
2,0.0,9,13,12,5,11,7,6,5,8,8
3,0.0,5,5,7,10,8,7,6,4,6,9
4,0.0,8,8,5,6,3,6,8,7,5,10
5,0.0,5,8,7,10,6,2,5,4,6,10
6,0.0,3,3,3,3,5,6,3,3,2,5
7,0.0,4,3,2,2,5,3,7,5,8,3
8,0.0,4,4,5,3,6,6,10,7,5,7
9,0.0,8,8,8,4,9,8,7,9,5,10
10,0.0,7,5,8,11,9,7,5,4,11,2
11,0.0,5,10,9,4,4,9,6,13,7,5
12,0.0,8,5,4,7,8,12,4,7,3,5
13,0.0,5,5,2,5,6,3,6,3,7,5
14,0.0,5,5,5,6,4,4,8,5,6,7
15,0.0,6,2,4,9,3,5,7,6,4,2
