PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,50,49,55,54,46,57,52,48,54,44
1,0.0,24,24,17,17,38,18,19,26,20,28
2,0.0,19,15,14,15,10,13,16,12,16,17
3,0.0,3,11,11,9,4,9,9,13,6,10
4,0.0,2,1,2,3,2,2,4,0,3,1
5,0.0,1,0,1,1,0,1,0,1,1,0
6,0.0,1,0,0,1,0,0,0,0,0,0
7,NaN,0,0,0,0,0,0,0,0,0,0
8,NaN,0,0,0,0,0,0,0,0,0,0
9,NaN,0,0,0,0,0,0,0,0,0,0
10,NaN,0,0,0,0,0,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,0,0,0
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
