PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,13,7,15,8,11,17,16,11,11,11
1,0.0,12,13,14,10,11,8,14,13,7,11
2,0.0,11,12,13,5,6,11,12,8,10,10
3,0.0,12,5,8,14,9,10,9,13,10,13
4,0.0,6,6,5,4,6,5,5,5,3,5
5,0.0,9,14,5,8,8,10,8,7,8,10
6,0.0,5,8,3,6,3,3,3,6,6,7
7,0.0,4,3,6,4,3,6,5,1,5,2
8,0.0,6,4,9,8,6,4,4,5,5,6
9,0.0,5,6,3,8,4,3,5,10,7,6
10,0.0,4,6,3,4,10,2,4,5,11,4
11,0.0,4,5,8,7,6,4,6,8,5,5
12,0.0,3,3,2,7,6,6,4,4,7,3
13,0.0,2,3,2,3,4,4,2,1,1,4
14,0.0,1,2,1,3,4,3,3,2,3,1
15,0.0,3,3,3,1,3,4,0,1,1,2
