PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,11,12,6,5,4,9,6,10,7,4
1,0.0,9,8,8,9,9,3,5,7,6,7
2,0.0,10,5,10,5,8,11,10,5,10,7
3,0.0,9,7,9,10,7,13,11,7,12,11
4,0.0,3,3,3,5,3,2,7,1,6,4
5,0.0,5,5,7,5,5,3,5,6,4,8
6,0.0,3,6,9,5,3,9,3,5,2,5
7,0.0,7,6,4,7,1,5,3,5,4,9
8,0.0,6,8,6,9,6,5,6,11,5,6
9,0.0,6,5,6,2,11,6,3,7,9,5
10,0.0,4,5,4,7,6,4,6,5,4,8
11,0.0,4,7,3,4,4,10,9,10,6,4
12,0.0,8,6,9,9,13,4,7,9,6,5
13,0.0,6,5,8,7,8,7,9,4,6,8
14,0.0,4,7,4,6,5,4,3,4,6,6
15,0.0,5,5,4,5,7,5,7,4,7,3
