PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,20,23,15,21,28,25,23,22,18,21
1,0.0,14,10,17,12,13,9,16,10,11,13
2,0.0,13,11,13,5,14,10,11,10,15,13
3,0.0,14,11,15,14,11,9,10,13,15,6
4,0.0,6,9,4,3,6,10,4,9,8,11
5,0.0,8,8,9,8,5,6,5,4,7,9
6,0.0,2,7,4,7,2,4,3,4,8,5
7,0.0,6,4,4,9,4,4,4,3,1,1
8,0.0,3,1,7,4,3,4,3,4,1,5
9,0.0,2,4,1,3,3,7,8,7,4,5
10,0.0,4,2,3,4,1,5,3,3,3,4
11,0.0,4,1,4,5,4,2,3,5,2,2
12,0.0,1,4,1,3,2,4,1,3,0,1
13,0.0,1,4,1,0,2,1,3,0,3,1
14,0.0,2,1,1,0,1,0,2,1,2,1
15,NaN,0,0,1,2,1,0,1,2,2,2
