PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,22,13,17,17,15,22,22,18,24,13
1,0.0,12,16,15,14,17,11,11,10,13,14
2,0.0,12,14,11,11,9,13,15,9,18,20
3,0.0,18,15,11,21,13,14,10,10,10,10
4,0.0,8,10,10,4,13,5,10,12,2,10
5,0.0,11,9,5,8,11,10,5,8,6,13
6,0.0,4,6,4,6,4,4,2,3,5,3
7,0.0,2,5,7,3,2,6,6,6,5,3
8,0.0,4,3,5,2,2,3,4,2,2,3
9,NaN,0,1,0,5,1,2,4,9,6,2
10,0.0,3,5,3,2,3,1,2,4,2,2
11,0.0,1,1,5,2,4,3,4,7,1,1
12,0.0,1,0,3,4,3,2,2,1,1,2
13,NaN,0,1,2,0,2,3,1,0,1,1
14,0.0,1,1,1,0,1,1,0,1,3,2
15,0.0,1,0,1,1,0,0,2,0,1,1
