PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,8,9,11,10,8,14,9,8,11,13
1,0.0,9,12,15,8,8,5,12,8,10,10
2,0.0,8,7,11,8,3,5,10,6,6,6
3,0.0,5,2,8,7,13,7,4,8,8,7
4,0.0,6,11,4,8,2,5,5,12,6,11
5,0.0,12,13,2,8,7,8,7,6,15,4
6,0.0,3,3,2,6,5,6,6,6,2,5
7,0.0,2,5,6,6,7,6,4,4,4,3
8,0.0,6,6,7,2,4,3,6,11,9,8
9,0.0,7,3,6,5,9,7,8,9,5,1
10,0.0,8,3,5,6,5,8,11,1,1,5
11,0.0,8,9,8,7,10,6,6,7,5,8
12,0.0,5,5,6,6,5,6,3,3,6,6
13,0.0,5,5,2,2,4,5,2,3,7,4
14,0.0,1,4,5,7,5,4,4,4,2,3
15,0.0,7,3,2,4,5,5,3,4,3,6
