PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,7,4,4,5,4,3,5,8,1,4
1,0.0,7,6,4,7,10,5,8,8,5,4
2,0.0,11,6,6,5,5,9,5,3,7,6
3,0.0,8,12,12,7,4,13,12,6,9,10
4,0.0,3,4,5,3,6,2,5,1,6,3
5,0.0,7,5,7,4,5,3,8,6,3,4
6,0.0,3,3,6,3,4,6,4,6,3,2
7,0.0,7,6,9,5,4,10,6,7,8,6
8,0.0,4,5,8,8,6,5,2,9,5,9
9,0.0,8,6,6,8,9,5,12,12,9,7
10,0.0,2,6,3,4,4,4,4,6,4,6
11,0.0,8,10,5,8,7,7,7,6,8,8
12,0.0,8,9,9,10,9,5,4,7,7,7
13,0.0,7,7,7,11,10,13,9,6,10,13
14,0.0,4,6,5,5,5,5,2,4,7,4
15,0.0,6,5,4,7,8,5,7,5,8,7
