PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,18,15,15,17,14,24,18,13,11,14
1,0.0,13,20,16,12,16,11,15,10,15,13
2,0.0,17,12,20,16,10,18,11,13,15,19
3,0.0,8,12,12,6,10,7,9,13,14,12
4,0.0,9,5,9,4,9,10,8,9,10,4
5,0.0,3,1,5,9,11,7,6,4,5,11
6,0.0,4,8,3,6,7,2,6,4,4,4
7,0.0,11,5,5,4,4,5,4,4,5,4
8,0.0,4,6,5,7,3,3,7,9,3,4
9,0.0,5,7,3,4,5,3,4,10,5,0
10,0.0,1,4,2,6,3,2,3,6,5,5
11,0.0,2,1,1,3,3,5,2,3,2,2
12,0.0,5,3,3,2,3,2,3,1,3,4
13,NaN,0,1,1,1,2,1,2,1,2,2
14,NaN,0,0,0,2,0,0,2,0,1,1
15,NaN,0,0,0,1,0,0,0,0,0,1
