PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,36,26,29,32,26,32,30,31,28,23
1,0.0,17,22,23,19,24,17,27,20,15,24
2,0.0,15,17,16,17,16,19,14,13,16,16
3,0.0,13,11,14,10,11,10,13,19,18,12
4,0.0,7,7,5,4,6,7,3,4,7,6
5,0.0,2,0,5,5,6,6,1,5,5,5
6,0.0,2,8,2,8,2,2,3,3,4,3
7,0.0,6,3,2,1,5,5,4,1,4,5
8,NaN,0,3,2,1,2,2,1,2,0,2
9,0.0,1,1,2,3,0,0,1,1,2,1
10,NaN,0,1,0,0,1,0,0,1,0,2
11,NaN,0,0,0,0,1,0,1,0,0,0
12,0.0,1,0,0,0,0,0,2,0,1,1
13,NaN,0,1,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
