PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,46,43,49,46,50,44,45,48,48,46
1,0.0,16,26,20,23,22,27,23,19,15,22
2,0.0,15,14,16,16,11,13,14,17,20,17
3,0.0,14,14,10,10,12,11,8,11,14,10
4,0.0,6,3,2,2,1,3,5,2,2,2
5,0.0,2,0,3,2,3,1,3,0,1,1
6,0.0,1,0,0,1,1,1,2,3,0,1
7,NaN,0,0,0,0,0,0,0,0,0,1
8,NaN,0,0,0,0,0,0,0,0,0,0
9,NaN,0,0,0,0,0,0,0,0,0,0
10,NaN,0,0,0,0,0,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,0,0,0
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
