PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,29,25,37,27,36,23,37,38,29,28
1,0.0,16,19,18,20,16,22,14,18,18,17
2,0.0,23,20,10,21,21,20,14,13,17,25
3,0.0,12,15,16,14,12,13,18,12,13,12
4,0.0,6,8,5,8,6,4,5,7,8,5
5,0.0,8,3,4,4,4,10,5,3,8,4
6,0.0,4,3,6,1,2,0,3,3,4,4
7,NaN,0,4,2,2,2,1,2,1,1,1
8,NaN,0,2,1,3,0,3,0,4,1,2
9,0.0,1,1,0,0,1,1,1,1,0,1
10,NaN,0,0,1,0,0,1,1,0,0,1
11,NaN,0,0,0,0,0,1,0,0,1,0
12,0.0,1,0,0,0,0,1,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
