PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,27,22,16,25,22,26,21,18,18,20
1,0.0,9,21,20,18,19,14,18,16,16,14
2,0.0,13,13,10,12,9,14,14,14,10,17
3,0.0,14,11,17,5,12,9,10,13,9,9
4,0.0,7,5,7,5,6,5,4,5,10,5
5,0.0,6,1,4,6,4,6,5,1,4,12
6,0.0,2,4,4,7,6,5,2,3,3,3
7,0.0,8,5,7,6,2,1,2,5,8,4
8,0.0,2,4,2,1,4,3,6,6,2,3
9,0.0,5,4,1,4,3,3,3,8,5,3
10,NaN,0,2,0,4,4,3,5,4,7,3
11,0.0,2,1,4,0,4,3,4,4,2,2
12,0.0,5,3,4,3,2,4,3,2,3,3
13,NaN,0,1,3,4,2,3,2,0,3,2
14,NaN,0,2,1,0,1,1,1,0,0,0
15,NaN,0,1,0,0,0,0,0,1,0,0
