PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,32,29,31,33,40,27,36,40,38,22
1,0.0,24,20,18,19,16,19,22,14,26,19
2,0.0,18,21,20,18,18,28,12,14,13,22
3,0.0,14,18,15,14,13,12,14,13,13,13
4,0.0,6,3,8,5,7,6,4,9,4,9
5,0.0,4,3,4,6,4,4,5,5,2,9
6,NaN,0,4,3,4,2,2,5,3,2,4
7,NaN,0,1,0,1,0,1,2,1,2,2
8,0.0,2,1,1,0,0,1,0,1,0,0
9,NaN,0,0,0,0,0,0,0,0,0,0
10,NaN,0,0,0,0,0,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,0,0,0
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
