PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,10,5,5,7,5,6,8,7,5,5
1,0.0,5,8,9,8,11,5,7,7,6,8
2,0.0,10,4,10,4,8,5,8,3,10,8
3,0.0,5,8,9,6,6,13,7,7,10,8
4,0.0,4,5,2,3,4,3,2,2,5,4
5,0.0,6,6,5,2,6,7,4,6,3,9
6,0.0,3,4,6,5,6,7,4,5,4,4
7,0.0,9,10,6,8,2,4,6,6,6,8
8,0.0,5,8,9,9,7,5,7,10,5,8
9,0.0,9,9,8,4,9,8,6,8,9,7
10,0.0,2,5,2,7,7,5,6,8,5,5
11,0.0,7,6,6,4,4,10,8,6,5,4
12,0.0,7,10,11,8,9,6,9,6,6,5
13,0.0,10,6,7,14,7,7,7,6,9,7
14,0.0,2,3,4,4,4,4,6,6,6,4
15,0.0,6,3,1,7,5,5,5,7,6,6
