PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,12,9,6,11,10,8,17,12,11,5
1,0.0,10,12,10,11,13,11,11,11,12,9
2,0.0,9,12,10,8,8,10,6,8,11,10
3,0.0,10,7,8,9,15,8,6,7,7,12
4,0.0,4,8,10,2,3,9,5,11,7,8
5,0.0,10,7,6,7,5,3,7,4,9,8
6,0.0,6,2,7,8,7,3,2,6,6,7
7,0.0,9,6,1,5,1,6,4,5,2,4
8,0.0,3,9,6,5,1,8,10,2,5,11
9,0.0,5,4,8,6,4,8,8,4,4,6
10,0.0,3,4,5,5,2,8,3,6,6,3
11,0.0,3,4,6,9,6,5,5,9,6,6
12,0.0,3,6,5,3,9,5,3,5,1,2
13,0.0,5,3,6,4,6,4,6,3,6,2
14,0.0,4,5,4,5,4,2,3,3,3,3
15,0.0,4,2,2,2,6,2,4,4,4,4
