Unfairness weight,Local cost weight,Global cost weight
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987

Unfairness weight,Local cost weight,Global cost weight
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987
0.0,0.9000000000000001,0.09999999999999987

