PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,20,19,16,14,13,16,18,18,24,10
1,0.0,14,19,15,7,16,12,17,9,11,11
2,0.0,18,14,12,13,11,18,11,7,14,16
3,0.0,14,13,16,13,9,8,17,12,11,12
4,0.0,5,4,8,8,8,14,3,5,5,13
5,0.0,4,10,5,7,7,7,4,9,6,6
6,0.0,3,4,4,6,4,4,4,4,4,5
7,0.0,2,2,5,2,5,6,2,4,3,5
8,0.0,2,0,4,4,7,4,4,7,1,4
9,0.0,1,8,3,8,4,4,12,7,7,4
10,0.0,7,0,2,6,6,2,1,4,4,3
11,0.0,2,1,5,4,3,2,4,7,3,5
12,0.0,5,2,2,2,5,2,0,3,1,3
13,0.0,2,1,1,1,0,1,0,0,3,1
14,0.0,1,2,1,5,2,0,2,2,2,2
15,NaN,0,1,1,0,0,0,1,2,1,0
