Run,Terminal Iteration
0,14
1,6
2,10
3,13
4,7
5,7
6,12
7,7
8,11
9,9
Run,Terminal Iteration
0,14
1,6
2,10
3,13
4,7
5,7
6,12
7,7
8,11
9,9
