Run,Terminal Iteration
0,20
1,9
2,9
3,5
4,7
5,6
6,14
7,7
8,7
9,13
Run,Terminal Iteration
0,20
1,9
2,9
3,5
4,7
5,6
6,14
7,7
8,7
9,13
