Run,Terminal Iteration
0,4
1,9
2,8
3,7
4,14
5,6
6,10
7,6
8,12
9,7
Run,Terminal Iteration
0,4
1,9
2,8
3,7
4,14
5,6
6,10
7,6
8,12
9,7
