PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,18,13,14,12,11,12,11,11,6,13
1,0.0,6,9,11,8,10,10,16,5,9,7
2,0.0,7,6,9,5,3,4,7,6,5,10
3,0.0,7,7,6,10,12,10,4,6,4,9
4,0.0,5,4,9,8,4,9,7,10,5,7
5,0.0,5,12,7,8,5,6,6,8,10,5
6,0.0,4,7,2,5,5,1,3,5,9,4
7,0.0,7,3,6,7,5,4,7,8,7,5
8,0.0,5,5,4,4,6,7,7,11,6,5
9,0.0,4,5,1,7,10,6,9,7,5,9
10,0.0,10,6,4,4,6,6,3,3,5,0
11,0.0,3,9,8,6,10,10,3,4,11,13
12,0.0,8,6,6,5,2,5,2,6,4,4
13,0.0,4,2,6,4,1,4,6,2,7,0
14,0.0,2,2,3,3,5,4,3,4,3,4
15,0.0,5,4,4,4,5,2,6,4,4,5
