PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,31,22,26,30,30,23,28,22,26,23
1,0.0,6,16,14,13,11,21,20,17,19,22
2,0.0,15,20,11,5,22,19,16,12,22,16
3,0.0,16,17,17,16,8,16,10,19,12,8
4,0.0,9,5,12,10,10,3,3,6,6,10
5,0.0,10,1,6,7,8,5,11,5,5,5
6,0.0,3,5,3,6,2,5,5,6,5,10
7,0.0,1,6,3,1,3,3,2,1,2,2
8,0.0,2,2,4,3,1,1,1,2,0,0
9,0.0,2,0,0,6,1,1,2,4,0,2
10,0.0,2,1,0,2,2,0,0,2,1,2
11,0.0,2,3,2,0,1,2,2,3,0,0
12,0.0,1,1,2,1,1,1,0,1,1,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,1,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,1,0
