PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,51,50,50,58,48,53,54,54,57,53
1,0.0,19,21,23,20,31,20,26,21,18,22
2,0.0,14,11,10,11,9,15,7,13,13,9
3,0.0,14,13,14,8,6,9,8,7,9,12
4,0.0,2,2,2,3,2,1,4,2,2,3
5,NaN,0,2,0,0,3,1,1,3,0,0
6,NaN,0,1,1,0,1,0,0,0,1,0
7,NaN,0,0,0,0,0,1,0,0,0,0
8,NaN,0,0,0,0,0,0,0,0,0,1
9,NaN,0,0,0,0,0,0,0,0,0,0
10,NaN,0,0,0,0,0,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,0,0,0
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
