PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,5,9,8,11,8,9,10,10,10,9
1,0.0,12,12,14,6,16,8,8,12,8,7
2,0.0,13,9,10,12,5,9,13,7,8,10
3,0.0,12,11,7,10,9,11,3,8,9,8
4,0.0,8,4,4,2,5,9,4,6,3,8
5,0.0,5,12,7,6,6,4,4,6,7,10
6,0.0,7,3,3,6,3,5,7,5,3,5
7,0.0,3,6,0,4,4,4,8,4,7,4
8,0.0,4,8,9,6,7,8,6,8,7,4
9,0.0,7,3,9,8,4,4,7,5,8,5
10,0.0,7,8,7,5,8,8,4,3,10,2
11,0.0,6,6,7,8,6,4,6,9,6,8
12,0.0,3,2,4,5,8,7,6,3,5,4
13,0.0,2,2,7,3,4,3,5,2,4,6
14,0.0,3,2,2,4,3,2,6,5,3,4
15,0.0,3,3,2,4,4,5,3,7,2,6
