PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,43,45,41,47,50,43,37,44,41,47
1,0.0,19,13,20,22,18,23,21,23,22,18
2,0.0,13,15,15,11,11,14,17,15,15,16
3,0.0,14,16,14,12,10,11,10,9,16,9
4,0.0,4,7,1,4,3,4,6,5,1,4
5,0.0,5,1,6,1,5,2,7,4,2,2
6,0.0,1,2,3,1,2,3,2,0,2,3
7,NaN,0,1,0,1,1,0,0,0,0,1
8,0.0,1,0,0,1,0,0,0,0,1,0
9,NaN,0,0,0,0,0,0,0,0,0,0
10,NaN,0,0,0,0,0,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,0,0,0
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
