Iteration,Mean,Stdev,Run-0
0,96.24408299918503,0.0,96.24408299918503
1,87.1994636395937,0.0,87.1994636395937
2,85.90179280019916,0.0,85.90179280019916
3,83.94009543970104,0.0,83.94009543970104
4,81.32177284187884,0.0,81.32177284187884
5,79.62627016410505,0.0,79.62627016410505
6,78.73131451387096,0.0,78.73131451387096
7,78.51863249447176,0.0,78.51863249447176
8,78.51863249447176,0.0,78.51863249447176
9,78.51863249447176,0.0,78.51863249447176
10,78.51863249447176,0.0,78.51863249447176
11,78.51863249447176,0.0,78.51863249447176
12,78.51863249447176,0.0,78.51863249447176
13,78.51863249447176,0.0,78.51863249447176
14,78.51863249447176,0.0,78.51863249447176
15,78.51863249447176,0.0,78.51863249447176
16,78.51863249447176,0.0,78.51863249447176
17,78.51863249447176,0.0,78.51863249447176
18,78.51863249447176,0.0,78.51863249447176
19,78.51863249447176,0.0,78.51863249447176
20,78.51863249447176,0.0,78.51863249447176
21,78.51863249447176,0.0,78.51863249447176
22,78.51863249447176,0.0,78.51863249447176
23,78.51863249447176,0.0,78.51863249447176
24,78.51863249447176,0.0,78.51863249447176
25,78.51863249447176,0.0,78.51863249447176
26,78.51863249447176,0.0,78.51863249447176
27,78.51863249447176,0.0,78.51863249447176
28,78.51863249447176,0.0,78.51863249447176
29,78.51863249447176,0.0,78.51863249447176
30,78.51863249447176,0.0,78.51863249447176
31,78.51863249447176,0.0,78.51863249447176
32,78.51863249447176,0.0,78.51863249447176
33,78.51863249447176,0.0,78.51863249447176
34,78.51863249447176,0.0,78.51863249447176
35,78.51863249447176,0.0,78.51863249447176
36,78.51863249447176,0.0,78.51863249447176
37,78.51863249447176,0.0,78.51863249447176
38,78.51863249447176,0.0,78.51863249447176
39,78.51863249447176,0.0,78.51863249447176
Iteration,Mean,Stdev,Run-0
0,105.21784647416068,0.0,105.21784647416068
1,92.61693842314146,0.0,92.61693842314146
2,91.3793920123545,0.0,91.3793920123545
3,90.35896565593364,0.0,90.35896565593364
4,89.3418737621847,0.0,89.3418737621847
5,87.18061800758237,0.0,87.18061800758237
6,85.36800513298932,0.0,85.36800513298932
7,84.37441457104798,0.0,84.37441457104798
8,84.37441457104798,0.0,84.37441457104798
9,83.55018603437256,0.0,83.55018603437256
10,83.4592569588483,0.0,83.4592569588483
11,83.4592569588483,0.0,83.4592569588483
12,82.58735105070076,0.0,82.58735105070076
13,82.58735105070076,0.0,82.58735105070076
14,82.20984883508032,0.0,82.20984883508032
15,82.20984883508032,0.0,82.20984883508032
16,82.20984883508032,0.0,82.20984883508032
17,82.20984883508032,0.0,82.20984883508032
18,82.20984883508032,0.0,82.20984883508032
19,82.20984883508032,0.0,82.20984883508032
20,82.20984883508032,0.0,82.20984883508032
21,82.20984883508032,0.0,82.20984883508032
22,82.20984883508032,0.0,82.20984883508032
23,82.20984883508032,0.0,82.20984883508032
24,82.20984883508032,0.0,82.20984883508032
25,82.20984883508032,0.0,82.20984883508032
26,82.20984883508032,0.0,82.20984883508032
27,82.20984883508032,0.0,82.20984883508032
28,82.20984883508032,0.0,82.20984883508032
29,82.20984883508032,0.0,82.20984883508032
30,82.20984883508032,0.0,82.20984883508032
31,82.20984883508032,0.0,82.20984883508032
32,82.20984883508032,0.0,82.20984883508032
33,82.20984883508032,0.0,82.20984883508032
34,82.20984883508032,0.0,82.20984883508032
35,82.20984883508032,0.0,82.20984883508032
36,82.20984883508032,0.0,82.20984883508032
37,82.20984883508032,0.0,82.20984883508032
38,82.20984883508032,0.0,82.20984883508032
39,82.20984883508032,0.0,82.20984883508032
