Iteration,Mean,Stdev,Run-0
0,0.12066402646854658,0.0,0.12066402646854658
1,0.15697413104273725,0.0,0.15697413104273725
2,0.021238494371216086,0.0,0.021238494371216086
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
Iteration,Mean,Stdev,Run-0
0,0.24562159048006255,0.0,0.24562159048006255
1,0.14385962376898578,0.0,0.14385962376898578
2,0.15154965191375708,0.0,0.15154965191375708
3,0.14456176350909306,0.0,0.14456176350909306
4,0.15753406264536182,0.0,0.15753406264536182
5,0.17658115645348207,0.0,0.17658115645348207
6,0.1555111781578391,0.0,0.1555111781578391
7,0.15341893063357373,0.0,0.15341893063357373
8,0.15341893063357367,0.0,0.15341893063357367
9,0.15669762130300352,0.0,0.15669762130300352
10,0.1590241664135318,0.0,0.1590241664135318
11,0.1590241664135318,0.0,0.1590241664135318
12,0.1591848811243444,0.0,0.1591848811243444
13,0.1591848811243444,0.0,0.1591848811243444
14,0.190132932389126,0.0,0.190132932389126
15,0.190132932389126,0.0,0.190132932389126
16,0.190132932389126,0.0,0.190132932389126
17,0.190132932389126,0.0,0.190132932389126
18,0.190132932389126,0.0,0.190132932389126
19,0.190132932389126,0.0,0.190132932389126
20,0.190132932389126,0.0,0.190132932389126
21,0.190132932389126,0.0,0.190132932389126
22,0.190132932389126,0.0,0.190132932389126
23,0.190132932389126,0.0,0.190132932389126
24,0.190132932389126,0.0,0.190132932389126
25,0.190132932389126,0.0,0.190132932389126
26,0.190132932389126,0.0,0.190132932389126
27,0.190132932389126,0.0,0.190132932389126
28,0.190132932389126,0.0,0.190132932389126
29,0.190132932389126,0.0,0.190132932389126
30,0.190132932389126,0.0,0.190132932389126
31,0.190132932389126,0.0,0.190132932389126
32,0.190132932389126,0.0,0.190132932389126
33,0.190132932389126,0.0,0.190132932389126
34,0.190132932389126,0.0,0.190132932389126
35,0.190132932389126,0.0,0.190132932389126
36,0.190132932389126,0.0,0.190132932389126
37,0.190132932389126,0.0,0.190132932389126
38,0.190132932389126,0.0,0.190132932389126
39,0.190132932389126,0.0,0.190132932389126
