Run,Terminal Iteration
0,7
1,9
2,5
3,7
4,8
5,13
6,7
7,6
8,13
9,4
Run,Terminal Iteration
0,7
1,9
2,5
3,7
4,8
5,13
6,7
7,6
8,13
9,4
