PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,12,6,6,10,5,6,8,4,7,7
1,0.0,6,9,9,8,11,7,4,7,5,10
2,0.0,10,8,12,8,6,8,11,6,9,8
3,0.0,9,9,15,9,7,13,7,9,11,9
4,0.0,5,4,2,1,3,2,7,4,7,6
5,0.0,6,3,6,5,5,5,6,4,4,10
6,0.0,2,6,6,7,6,7,3,6,3,2
7,0.0,8,7,4,11,3,7,4,11,7,7
8,0.0,7,6,3,6,7,5,5,8,5,4
9,0.0,7,10,5,5,10,6,4,9,8,4
10,0.0,2,3,5,4,6,6,6,7,6,4
11,0.0,5,8,6,5,5,6,8,7,5,6
12,0.0,7,9,7,6,8,7,6,7,5,3
13,0.0,7,5,9,6,8,7,10,5,7,7
14,0.0,3,2,3,3,5,4,5,0,5,4
15,0.0,4,5,2,6,5,4,6,6,6,9
