PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,13,15,12,9,10,9,10,10,8,4
1,0.0,7,5,10,10,10,9,12,10,8,8
2,0.0,11,11,12,4,6,10,9,11,9,5
3,0.0,7,7,8,11,15,7,8,11,9,7
4,0.0,4,8,3,1,6,5,3,9,6,7
5,0.0,8,7,9,6,7,6,7,6,6,9
6,0.0,5,3,4,6,7,1,2,3,3,6
7,0.0,5,2,3,4,3,3,5,6,7,5
8,0.0,6,1,4,7,1,7,8,3,4,8
9,0.0,7,8,5,6,5,6,7,3,4,6
10,0.0,6,7,10,8,7,10,9,8,14,8
11,0.0,5,7,7,9,5,7,4,8,5,7
12,0.0,6,7,2,6,4,9,5,3,3,4
13,0.0,1,2,5,5,7,3,4,3,2,3
14,0.0,3,3,4,4,5,6,4,1,9,5
15,0.0,6,7,2,4,2,2,3,5,3,8
