PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,22,18,16,28,18,25,21,20,19,14
1,0.0,12,24,17,15,22,15,26,16,16,16
2,0.0,19,14,15,14,19,17,14,14,16,16
3,0.0,9,12,12,10,6,13,5,14,16,10
4,0.0,11,9,11,4,6,4,11,6,7,9
5,0.0,4,4,6,4,7,7,3,6,3,9
6,0.0,5,3,4,6,5,6,4,5,5,5
7,0.0,6,8,7,4,1,3,5,5,3,6
8,0.0,2,2,2,5,2,3,1,3,3,4
9,0.0,4,2,3,3,5,0,1,5,1,3
10,0.0,1,2,1,1,4,2,2,2,5,3
11,0.0,2,1,2,3,2,3,2,4,1,0
12,0.0,3,1,4,2,2,1,2,0,3,4
13,NaN,0,0,0,0,1,1,2,0,2,1
14,NaN,0,0,0,1,0,0,1,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
