PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,29,29,26,22,17,25,31,24,21,21
1,0.0,18,23,14,21,24,15,16,14,17,17
2,0.0,11,16,11,9,16,13,12,18,17,19
3,0.0,15,12,13,10,13,11,8,11,12,10
4,0.0,4,9,7,9,7,10,9,9,10,10
5,0.0,9,8,10,10,8,10,8,8,10,13
6,0.0,4,0,6,5,3,2,7,5,4,4
7,0.0,2,2,1,5,9,4,4,1,3,2
8,0.0,5,0,2,5,0,7,1,5,0,1
9,0.0,2,1,4,1,0,0,2,2,1,1
10,NaN,0,0,2,2,1,0,0,0,3,1
11,0.0,1,0,1,0,1,1,1,1,1,1
12,NaN,0,0,1,0,0,1,0,1,0,0
13,NaN,0,0,1,1,1,0,1,0,0,0
14,NaN,0,0,0,0,0,1,0,1,1,0
15,NaN,0,0,1,0,0,0,0,0,0,0
