PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,7,4,4,5,7,4,5,7,3,4
1,0.0,5,6,10,7,10,7,6,9,7,9
2,0.0,9,6,5,3,7,8,8,4,8,5
3,0.0,8,12,12,6,5,8,6,7,7,12
4,0.0,3,4,6,1,2,4,5,2,6,4
5,0.0,7,5,4,5,8,8,5,2,4,5
6,0.0,2,3,8,3,3,6,4,4,3,4
7,0.0,8,6,7,6,3,6,5,5,5,5
8,0.0,5,5,4,8,7,4,9,10,6,6
9,0.0,8,6,4,10,7,7,7,12,9,6
10,0.0,2,6,2,6,5,3,3,7,9,4
11,0.0,9,10,6,8,5,7,7,5,5,6
12,0.0,11,9,9,9,11,5,6,9,8,5
13,0.0,8,7,7,10,9,12,12,7,8,11
14,0.0,2,6,7,5,2,4,7,4,5,4
15,0.0,6,5,5,8,9,7,5,6,7,10
