PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,11,9,10,14,10,8,12,12,11,5
1,0.0,12,12,12,10,13,8,9,11,12,9
2,0.0,9,12,9,3,8,11,7,8,11,10
3,0.0,8,7,12,13,11,7,6,7,7,12
4,0.0,4,8,5,3,5,8,5,11,7,8
5,0.0,7,7,7,3,0,11,7,4,9,8
6,0.0,6,2,2,5,5,5,3,6,6,7
7,0.0,5,6,4,7,4,4,5,5,2,4
8,0.0,5,9,6,3,7,6,8,2,5,11
9,0.0,5,4,8,8,8,6,9,4,4,6
10,0.0,5,4,6,6,4,6,5,6,6,3
11,0.0,3,4,7,12,5,6,6,9,6,6
12,0.0,9,6,4,3,5,5,4,5,1,2
13,0.0,1,3,3,2,6,2,8,3,6,2
14,0.0,5,5,2,5,6,3,5,3,3,3
15,0.0,5,2,3,3,3,4,1,4,4,4
