PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,12,7,8,11,8,8,10,7,9,4
1,0.0,11,9,9,10,12,10,10,4,10,9
2,0.0,12,11,9,7,13,8,8,6,9,8
3,0.0,9,7,12,5,5,13,7,10,12,9
4,0.0,5,1,5,1,6,4,7,4,4,3
5,0.0,5,4,7,7,8,8,7,6,3,9
6,0.0,4,5,5,3,4,6,3,4,4,5
7,0.0,5,9,9,7,1,3,6,6,5,5
8,0.0,7,8,8,8,7,4,8,11,7,9
9,0.0,5,7,3,5,8,4,5,8,6,2
10,0.0,2,6,4,4,3,5,5,6,6,7
11,0.0,6,4,3,1,5,6,5,4,6,5
12,0.0,6,8,5,10,8,6,7,9,8,9
13,0.0,5,6,6,7,8,7,7,8,5,9
14,0.0,3,2,4,9,4,5,1,2,4,4
15,0.0,3,6,3,5,0,3,4,5,2,3
