PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,29,18,31,30,21,36,23,27,26,27
1,0.0,15,24,20,21,18,14,26,23,17,20
2,0.0,19,16,17,19,22,16,14,13,19,18
3,0.0,16,14,13,9,13,10,12,10,15,9
4,0.0,6,7,5,5,5,11,6,7,6,3
5,0.0,3,3,6,5,7,1,4,3,3,8
6,0.0,2,6,3,3,7,4,4,5,5,1
7,0.0,6,5,2,2,2,3,4,4,2,5
8,0.0,2,2,1,2,1,3,2,2,1,4
9,0.0,1,2,1,1,1,0,1,3,1,1
10,NaN,0,3,0,1,3,1,0,2,2,2
11,NaN,0,0,1,0,0,0,2,1,0,0
12,0.0,1,0,0,1,0,0,1,0,2,1
13,NaN,0,0,0,1,0,1,1,0,1,1
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
