PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,9,9,9,10,13,8,7,11,5,11
1,0.0,8,6,15,11,10,11,12,9,16,12
2,0.0,10,11,9,3,6,4,7,6,6,5
3,0.0,7,11,8,7,15,9,7,12,7,9
4,0.0,6,11,7,11,4,8,6,7,8,11
5,0.0,14,13,5,7,7,4,8,10,8,5
6,0.0,4,3,1,3,6,5,3,3,4,7
7,0.0,6,4,8,8,4,8,7,7,7,8
8,0.0,3,3,6,5,6,5,7,4,7,5
9,0.0,7,5,6,7,3,10,8,6,7,2
10,0.0,6,3,4,5,6,3,7,2,5,5
11,0.0,7,5,8,4,9,9,6,9,3,6
12,0.0,5,6,3,10,2,6,6,6,4,6
13,0.0,3,1,3,5,3,4,4,3,0,2
14,0.0,1,3,7,2,4,1,2,2,7,1
15,0.0,4,6,1,2,2,5,3,3,6,5
