PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,35,28,41,34,27,34,33,35,40,32
1,0.0,23,24,15,21,19,20,25,20,18,23
2,0.0,15,17,13,13,20,17,14,12,16,15
3,0.0,12,11,16,13,13,6,11,10,11,7
4,0.0,4,5,3,3,4,4,4,7,4,6
5,0.0,2,1,2,3,4,4,2,4,2,2
6,0.0,2,4,3,3,2,3,3,3,2,3
7,0.0,3,3,2,1,3,4,2,2,2,5
8,NaN,0,2,2,4,2,2,2,3,0,1
9,0.0,1,2,1,2,1,2,1,2,2,1
10,NaN,0,1,0,1,1,2,0,1,1,2
11,NaN,0,0,1,0,2,0,1,0,0,1
12,0.0,2,0,0,1,1,1,1,0,1,1
13,NaN,0,2,0,1,1,1,1,1,1,1
14,0.0,1,0,0,0,0,0,0,0,0,0
15,NaN,0,0,1,0,0,0,0,0,0,0
