PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,10,11,10,4,7,6,9,12,11,5
1,0.0,9,10,9,12,13,9,8,5,7,12
2,0.0,12,9,10,6,11,8,10,6,8,11
3,0.0,11,8,12,8,4,10,12,9,10,11
4,0.0,5,4,4,6,2,4,5,5,4,1
5,0.0,7,3,5,5,8,8,7,7,6,8
6,0.0,2,7,10,3,4,7,4,4,3,4
7,0.0,6,8,9,6,3,6,6,6,6,4
8,0.0,3,9,7,6,10,6,5,10,6,5
9,0.0,7,7,3,11,12,4,4,10,4,5
10,0.0,4,5,5,4,7,4,3,6,7,6
11,0.0,3,3,4,2,3,6,6,6,4,6
12,0.0,6,6,5,10,7,5,9,6,4,5
13,0.0,7,5,3,8,6,8,4,5,10,7
14,0.0,6,2,1,4,0,4,2,0,5,4
15,0.0,2,3,3,5,3,5,6,3,5,6
