PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,7,12,10,12,7,6,10,6,7,7
1,0.0,11,13,11,10,13,9,11,13,7,13
2,0.0,11,13,11,6,10,7,9,8,7,6
3,0.0,11,4,7,14,9,13,8,7,10,9
4,0.0,6,8,6,2,5,4,8,6,4,7
5,0.0,13,11,5,11,10,15,5,4,9,5
6,0.0,6,5,8,8,4,9,7,3,5,6
7,0.0,3,3,6,4,5,4,7,7,3,4
8,0.0,5,5,4,5,4,1,7,7,9,5
9,0.0,4,4,9,4,6,2,2,6,8,9
10,0.0,9,4,5,8,5,6,7,5,8,3
11,0.0,2,7,5,5,5,8,4,10,7,7
12,0.0,2,4,5,2,6,8,1,5,3,8
13,0.0,3,5,3,1,7,3,4,3,3,5
14,0.0,3,1,3,6,2,3,8,7,7,2
15,0.0,4,1,2,2,2,2,2,3,3,4
