PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,14,10,12,12,14,13,14,12,11,17
1,0.0,13,13,13,11,10,15,9,9,11,10
2,0.0,12,8,10,12,14,10,9,9,11,10
3,0.0,7,9,6,9,4,13,12,11,10,7
4,0.0,6,3,6,2,7,4,9,3,5,5
5,0.0,3,3,6,5,6,6,8,3,3,5
6,0.0,5,6,10,6,4,5,2,3,3,8
7,0.0,6,5,7,5,3,3,6,8,3,2
8,0.0,6,6,5,4,6,1,5,7,5,3
9,0.0,10,10,5,8,7,5,4,11,8,6
10,0.0,2,7,3,4,5,5,7,6,7,5
11,0.0,2,4,5,3,3,6,3,6,2,6
12,0.0,8,5,6,6,8,5,4,5,8,4
13,0.0,2,6,2,5,3,4,4,3,4,5
14,0.0,3,3,3,3,4,2,1,1,6,4
15,0.0,1,2,1,5,2,3,3,3,3,3
