PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,20,19,23,28,29,20,26,30,14,16
1,0.0,16,12,13,18,13,14,15,13,16,10
2,0.0,14,15,15,15,14,13,14,12,18,15
3,0.0,11,15,15,12,14,15,10,10,16,9
4,0.0,9,7,6,5,7,8,3,6,8,12
5,0.0,14,8,6,4,3,6,8,5,5,9
6,0.0,4,6,3,1,2,6,6,6,3,10
7,0.0,4,4,5,3,3,4,9,3,3,1
8,0.0,1,3,3,2,4,3,3,3,1,7
9,0.0,2,0,2,0,4,2,1,3,3,1
10,NaN,0,3,1,5,2,4,2,3,5,2
11,0.0,2,4,3,2,2,2,1,3,4,2
12,0.0,2,2,2,3,3,2,1,3,3,2
13,0.0,1,1,0,1,0,1,1,0,1,1
14,NaN,0,1,2,1,0,0,0,0,0,2
15,NaN,0,0,1,0,0,0,0,0,0,1
