PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,20,13,15,17,12,16,17,16,10,13
1,0.0,10,13,11,12,12,11,13,10,13,11
2,0.0,9,8,8,7,11,9,8,7,10,11
3,0.0,8,8,7,8,7,11,7,8,10,10
4,0.0,6,3,3,3,9,6,5,5,6,4
5,0.0,8,4,6,6,9,7,7,3,3,7
6,0.0,3,3,8,6,4,6,3,6,4,5
7,0.0,6,6,4,4,1,6,8,5,5,5
8,0.0,3,7,6,7,3,3,3,9,6,6
9,0.0,7,9,10,6,6,5,4,6,7,7
10,0.0,2,7,4,4,6,4,8,7,7,5
11,0.0,2,3,3,4,4,5,3,6,1,3
12,0.0,7,6,4,5,6,2,5,3,6,4
13,0.0,3,5,7,5,6,4,4,4,7,4
14,0.0,2,1,2,3,1,3,2,1,2,2
15,0.0,4,4,2,3,3,2,3,4,3,3
