PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,33,25,25,29,26,29,25,32,22,21
1,0.0,15,23,16,17,17,14,21,16,15,21
2,0.0,16,16,14,14,16,12,14,10,18,15
3,0.0,8,9,11,9,13,9,11,13,15,13
4,0.0,7,6,6,2,4,4,6,6,7,6
5,0.0,2,2,5,4,5,6,4,1,5,4
6,0.0,1,6,5,6,5,4,2,2,6,4
7,0.0,10,3,4,3,3,5,4,4,2,5
8,0.0,2,3,2,3,4,6,3,4,0,3
9,0.0,3,2,4,3,0,4,3,6,1,2
10,NaN,0,3,2,3,3,3,2,2,2,2
11,0.0,1,0,2,3,1,1,2,0,1,2
12,0.0,2,2,3,2,2,2,0,2,4,2
13,NaN,0,0,0,2,1,1,2,2,1,0
14,NaN,0,0,0,0,0,0,1,0,0,0
15,NaN,0,0,1,0,0,0,0,0,1,0
