PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,35,25,27,35,32,23,34,27,25,34
1,0.0,15,17,16,21,13,19,21,21,16,13
2,0.0,13,20,13,15,18,11,11,11,20,12
3,0.0,17,18,11,10,10,18,9,16,13,12
4,0.0,8,6,8,4,4,5,4,6,10,11
5,0.0,6,5,9,4,5,11,7,3,4,6
6,0.0,1,4,6,5,4,4,8,0,2,4
7,0.0,1,1,2,3,2,0,1,4,4,2
8,0.0,1,0,3,2,2,2,3,2,2,1
9,NaN,0,2,0,0,2,4,1,5,2,1
10,0.0,1,0,1,0,2,0,0,1,0,3
11,0.0,1,0,2,0,2,1,1,3,0,1
12,0.0,1,1,2,1,2,2,0,1,1,0
13,NaN,0,1,0,0,1,0,0,0,1,0
14,NaN,0,0,0,0,1,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
