PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,19,18,16,13,16,18,15,10,14,9
1,0.0,7,9,10,9,9,10,10,18,11,13
2,0.0,8,10,15,8,8,17,11,11,16,10
3,0.0,15,11,13,16,12,10,12,7,7,11
4,0.0,6,6,5,6,8,7,4,7,8,11
5,0.0,9,9,10,4,4,9,8,10,3,8
6,0.0,5,8,4,8,5,3,5,3,6,6
7,0.0,8,7,3,3,8,4,5,6,3,3
8,0.0,3,3,4,4,3,0,2,3,6,9
9,0.0,4,4,1,7,6,6,9,9,4,4
10,0.0,5,4,4,3,8,2,3,3,4,3
11,0.0,2,3,9,10,6,4,3,7,5,2
12,0.0,3,2,2,5,3,5,3,3,2,3
13,0.0,3,2,2,2,2,1,0,0,6,2
14,0.0,1,2,0,2,1,2,5,2,4,5
15,0.0,2,2,2,0,1,2,5,1,1,1
