PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,37,33,39,37,37,34,40,32,29,40
1,0.0,16,18,15,20,19,21,23,24,18,15
2,0.0,18,21,14,10,12,17,10,16,22,16
3,0.0,10,11,13,11,11,15,14,7,17,12
4,0.0,6,6,6,5,8,2,3,7,4,7
5,0.0,3,5,3,9,5,3,1,7,4,2
6,0.0,2,2,3,6,1,3,6,3,4,4
7,0.0,3,1,2,0,4,0,0,3,0,1
8,NaN,0,0,2,1,1,1,2,0,0,1
9,NaN,0,2,0,0,0,0,0,1,0,1
10,0.0,1,0,0,0,1,2,0,0,0,1
11,0.0,3,1,1,0,1,1,1,0,1,0
12,0.0,1,0,2,1,0,1,0,0,1,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
