PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,39,33,37,38,33,38,38,42,36,33
1,0.0,18,17,19,22,28,22,22,16,17,20
2,0.0,19,18,11,15,14,14,15,8,16,15
3,0.0,13,9,15,15,11,10,12,14,14,13
4,0.0,4,6,5,4,3,4,2,4,6,6
5,0.0,2,2,4,0,4,2,1,7,4,6
6,0.0,1,9,4,1,1,3,4,4,4,0
7,0.0,4,2,2,1,3,3,3,2,1,3
8,NaN,0,1,1,3,2,0,2,2,0,2
9,NaN,0,0,0,0,0,2,1,0,1,0
10,NaN,0,2,0,0,0,1,0,1,0,1
11,NaN,0,1,1,0,0,0,0,0,0,0
12,NaN,0,0,0,1,1,1,0,0,1,1
13,NaN,0,0,1,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
