PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,18,21,19,30,24,35,27,28,26,19
1,0.0,24,27,19,17,20,17,23,19,17,17
2,0.0,18,11,14,18,12,12,16,8,17,22
3,0.0,11,11,18,8,10,10,13,11,12,10
4,0.0,5,7,8,5,5,7,4,9,5,4
5,0.0,6,5,5,2,6,4,3,7,5,4
6,0.0,4,5,3,5,4,4,2,2,4,3
7,0.0,5,4,7,4,3,4,1,4,2,5
8,0.0,3,5,1,4,6,2,4,3,1,3
9,NaN,0,1,1,3,2,0,2,4,2,3
10,0.0,1,1,1,1,3,1,0,4,2,4
11,0.0,2,0,1,0,3,1,1,1,1,1
12,0.0,3,2,3,2,1,2,2,0,5,3
13,NaN,0,0,0,1,1,1,1,0,1,1
14,NaN,0,0,0,0,0,0,1,0,0,1
15,NaN,0,0,0,0,0,0,0,0,0,0
