PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,24,10,8,14,14,12,14,14,11,9
1,0.0,10,11,14,11,16,10,14,8,11,10
2,0.0,13,9,10,7,9,8,8,8,8,10
3,0.0,7,10,11,7,8,10,9,8,10,11
4,0.0,3,1,1,6,6,3,7,5,3,3
5,0.0,4,6,5,6,4,6,6,8,6,11
6,0.0,9,3,6,6,3,8,7,6,4,5
7,0.0,7,7,5,6,2,5,3,5,3,4
8,0.0,4,8,7,6,6,5,4,9,7,6
9,0.0,2,8,5,7,7,5,3,8,3,4
10,0.0,2,5,5,6,4,6,5,5,5,6
11,0.0,2,5,3,2,6,7,4,4,8,3
12,0.0,5,6,7,5,5,5,6,5,6,4
13,0.0,5,4,7,4,3,4,5,4,7,6
14,0.0,3,2,5,4,2,4,2,1,4,3
15,NaN,0,5,1,3,5,2,3,2,4,5
