PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,30,30,30,30,30,30,30,30,30,30
1,0.0,23,23,23,23,23,23,23,23,23,23
2,0.0,22,22,22,22,22,22,22,22,22,22
3,0.0,6,6,6,6,6,6,6,6,6,6
4,0.0,6,6,6,6,6,6,6,6,6,6
5,0.0,6,6,6,6,6,6,6,6,6,6
6,0.0,2,2,2,2,2,2,2,2,2,2
7,0.0,2,2,2,2,2,2,2,2,2,2
8,NaN,0,0,0,0,0,0,0,0,0,0
9,0.0,1,1,1,1,1,1,1,1,1,1
10,0.0,1,1,1,1,1,1,1,1,1,1
11,0.0,1,1,1,1,1,1,1,1,1,1
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
