Run,Terminal Iteration
0,3
1,5
2,9
3,4
4,8
5,6
6,3
7,13
8,4
9,7
Run,Terminal Iteration
0,3
1,5
2,9
3,4
4,8
5,6
6,3
7,13
8,4
9,7
