PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,9,8,13,13,10,8,12,8,11,9
1,0.0,13,14,8,6,13,11,9,8,12,8
2,0.0,14,9,12,7,8,10,7,7,11,10
3,0.0,9,3,10,14,14,8,6,6,7,8
4,0.0,5,8,7,4,4,9,5,6,7,8
5,0.0,6,14,5,10,4,3,7,5,9,12
6,0.0,4,7,2,2,6,3,3,6,6,5
7,NaN,0,6,4,5,2,6,5,4,2,6
8,0.0,5,3,3,3,1,8,8,5,5,7
9,0.0,9,4,3,8,6,8,9,7,4,5
10,0.0,5,4,6,4,2,8,5,5,6,5
11,0.0,3,5,11,5,5,5,6,10,6,5
12,0.0,6,4,6,6,10,5,4,6,1,2
13,0.0,3,5,5,5,5,4,8,4,6,1
14,0.0,5,6,4,4,5,2,5,8,3,3
15,0.0,4,0,1,4,5,2,1,5,4,6
