PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,15,10,11,14,12,21,7,10,9,11
1,0.0,10,12,11,12,12,7,13,11,12,8
2,0.0,12,11,12,13,11,9,9,10,9,11
3,0.0,10,10,7,10,9,11,7,8,14,10
4,0.0,6,4,7,3,7,5,10,5,9,2
5,0.0,7,5,2,6,11,10,8,4,5,10
6,0.0,4,8,5,8,5,4,3,2,4,6
7,0.0,4,5,8,5,2,3,4,7,4,3
8,0.0,3,5,10,7,3,2,5,9,5,5
9,0.0,5,10,3,1,5,5,4,7,6,3
10,0.0,2,7,1,5,8,2,9,8,3,6
11,0.0,9,4,5,3,4,7,4,5,7,6
12,0.0,6,4,5,5,5,4,7,6,7,6
13,0.0,3,2,7,3,4,5,5,4,3,6
14,0.0,2,2,4,2,0,3,3,3,1,3
15,0.0,2,1,2,3,2,2,2,1,2,4
