PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,19,13,16,18,12,20,13,13,15,13
1,0.0,10,14,9,13,14,13,14,12,10,10
2,0.0,7,7,11,9,12,13,9,6,12,10
3,0.0,7,10,8,10,6,5,7,10,6,9
4,0.0,7,6,4,2,4,4,7,8,2,5
5,0.0,5,8,6,6,10,6,7,6,5,7
6,0.0,5,10,6,6,6,2,5,5,3,9
7,0.0,8,5,4,2,2,4,3,5,6,2
8,0.0,5,7,5,7,6,4,3,7,7,4
9,0.0,5,5,5,5,3,6,5,6,3,4
10,0.0,4,6,4,5,6,4,6,5,5,5
11,0.0,4,3,8,2,4,6,5,6,5,6
12,0.0,6,2,6,5,7,4,7,5,6,4
13,0.0,2,2,4,5,2,4,5,3,6,6
14,0.0,3,2,2,2,1,2,1,1,4,2
15,0.0,3,0,2,3,5,3,3,2,5,4
