PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,43,37,39,44,37,43,34,48,36,31
1,0.0,26,31,22,25,29,22,29,24,23,28
2,0.0,16,13,16,17,15,20,18,16,21,19
3,0.0,8,11,12,8,14,5,11,5,10,14
4,0.0,2,3,7,4,2,4,4,4,4,3
5,0.0,1,1,2,1,2,2,3,1,3,2
6,0.0,2,3,2,1,0,2,1,0,0,2
7,0.0,2,1,0,0,0,0,0,1,2,0
8,NaN,0,0,0,0,1,1,0,1,1,1
9,NaN,0,0,0,0,0,1,0,0,0,0
10,NaN,0,0,0,0,0,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,0,0,0
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
